ride_id,booking_id,booking_date,booking_time,booking_status,customer_id,vehicle_id,pickup_location_id,drop_location_id,avg_vtat,avg_ctat,cancelled_ride_by_customer,customer_reason_id,cancelled_ride_by_driver,driver_reason_id,incomplete_ride,incomplete_reason_id,booking_value,ride_distance,driver_rating,customer_rating,payment_method
129116,CNR7087327,2024-09-20,17:00:16,Completed,CID1911233,V05,L027,L086,7.30,26.40,0,null,0,null,0,null,252.00,4.49,4.60,4.80,UPI
129117,CNR2078573,2024-11-28,17:02:51,Completed,CID3544510,V01,L075,L100,7.90,26.30,0,null,0,null,0,null,422.00,26.21,4.30,4.20,Debit Card
129118,CNR7334608,2024-10-05,12:24:46,Cancelled by Driver,CID3865949,V01,L051,L157,4.90,null,0,null,1,R07,0,null,null,null,null,null,null
129119,CNR3259733,2024-02-02,11:25:58,Incomplete,CID3357959,V05,L151,L060,7.30,21.40,0,null,0,null,1,R12,383.00,10.57,null,null,Debit Card
129120,CNR6854622,2024-07-18,18:59:53,Cancelled by Driver,CID5161091,V07,L042,L122,6.50,null,0,null,1,R07,0,null,null,null,null,null,null
129121,CNR1049360,2024-12-13,00:30:32,Completed,CID3358347,V06,L147,L045,5.60,40.70,0,null,0,null,0,null,76.00,43.18,4.20,3.10,Cash
129122,CNR3279332,2024-12-07,15:27:32,Completed,CID4071977,V01,L117,L041,10.30,34.10,0,null,0,null,0,null,81.00,46.25,4.30,4.10,UPI
129123,CNR3673636,2024-02-16,10:58:33,Cancelled by Customer,CID7280995,V02,L076,L126,13.90,null,1,R03,0,null,0,null,null,null,null,null,null
129124,CNR9767838,2024-05-09,19:17:10,Completed,CID8587420,V05,L073,L129,5.60,32.70,0,null,0,null,0,null,197.00,13.61,4.30,4.90,UPI
129125,CNR5736192,2024-05-30,08:47:54,Completed,CID2109110,V04,L120,L022,6.80,19.90,0,null,0,null,0,null,492.00,17.70,4.30,4.70,Debit Card
129126,CNR4942712,2024-01-22,08:39:38,Incomplete,CID5803683,V01,L015,L104,3.10,29.80,0,null,0,null,1,R10,70.00,5.98,null,null,Credit Card
129127,CNR4422310,2024-07-18,19:18:15,Completed,CID9105562,V02,L022,L081,8.40,33.20,0,null,0,null,0,null,357.00,27.22,4.80,4.20,UPI
129128,CNR1851343,2024-06-23,21:06:11,No Driver Found,CID9463027,V01,L154,L165,null,null,0,null,0,null,0,null,null,null,null,null,null
129129,CNR9068754,2024-09-09,08:40:27,Completed,CID3930358,V01,L100,L085,10.00,31.30,0,null,0,null,0,null,966.00,37.99,3.60,4.90,Cash
129130,CNR4134932,2024-07-19,20:35:44,Completed,CID6712001,V04,L163,L137,5.20,43.90,0,null,0,null,0,null,393.00,48.77,4.60,4.20,UPI
129131,CNR2266047,2024-12-28,09:03:53,Cancelled by Driver,CID3127881,V05,L088,L090,3.00,null,0,null,1,R09,0,null,null,null,null,null,null
129132,CNR3205675,2024-11-29,22:14:15,Cancelled by Driver,CID3257079,V02,L127,L015,9.50,null,0,null,1,R06,0,null,null,null,null,null,null
129133,CNR6261146,2024-10-19,21:14:05,Cancelled by Driver,CID6690413,V05,L171,L082,7.90,null,0,null,1,R09,0,null,null,null,null,null,null
129134,CNR3615048,2024-02-07,10:25:34,Completed,CID2731079,V02,L056,L120,9.70,17.70,0,null,0,null,0,null,587.00,3.73,4.90,4.60,Cash
129135,CNR8977981,2024-07-12,07:22:01,Completed,CID8035321,V01,L040,L030,8.70,42.60,0,null,0,null,0,null,223.00,40.50,4.40,4.10,UPI
129136,CNR5072564,2024-01-06,11:52:16,Completed,CID8960118,V06,L053,L148,13.20,28.70,0,null,0,null,0,null,879.00,3.46,3.20,4.80,UPI
129137,CNR8016339,2024-07-20,20:35:05,Completed,CID4244932,V02,L015,L002,10.00,19.90,0,null,0,null,0,null,3394.00,43.41,4.00,4.60,UPI
129138,CNR8612431,2024-06-18,14:51:11,Completed,CID3848480,V02,L061,L106,3.00,26.40,0,null,0,null,0,null,116.00,46.61,4.40,4.30,Cash
129139,CNR6403980,2024-09-07,12:09:17,Incomplete,CID2565099,V04,L068,L158,4.80,16.40,0,null,0,null,1,R11,394.00,14.84,null,null,UPI
129140,CNR3255132,2024-12-08,18:58:37,Cancelled by Driver,CID6103607,V06,L081,L024,9.30,null,0,null,1,R06,0,null,null,null,null,null,null
129141,CNR1170760,2024-08-20,06:10:37,Cancelled by Driver,CID2448626,V04,L147,L153,3.40,null,0,null,1,R09,0,null,null,null,null,null,null
129142,CNR5998708,2024-06-11,05:31:57,Completed,CID5942534,V05,L152,L097,4.90,18.40,0,null,0,null,0,null,227.00,49.21,4.10,4.90,Cash
129143,CNR3671562,2024-12-24,12:17:05,Completed,CID6262787,V02,L054,L168,4.80,20.50,0,null,0,null,0,null,122.00,24.21,4.90,4.80,Cash
129144,CNR7100857,2024-12-07,17:49:23,Completed,CID1831650,V05,L103,L135,14.10,39.00,0,null,0,null,0,null,571.00,40.02,4.30,4.70,Cash
129145,CNR9124772,2024-09-19,10:56:19,Completed,CID5073984,V04,L070,L053,10.50,43.30,0,null,0,null,0,null,422.00,42.07,4.00,4.60,Cash
129146,CNR9870086,2024-02-24,17:02:29,Cancelled by Customer,CID2752368,V01,L053,L124,8.00,null,1,R03,0,null,0,null,null,null,null,null,null
129147,CNR7269249,2024-07-12,11:10:14,Completed,CID9622201,V01,L128,L099,3.70,24.30,0,null,0,null,0,null,886.00,21.90,3.10,4.90,UPI
129148,CNR5375180,2024-02-01,22:35:18,Cancelled by Driver,CID7811290,V06,L006,L126,8.30,null,0,null,1,R06,0,null,null,null,null,null,null
129149,CNR4804676,2024-01-18,12:02:32,Completed,CID1130022,V01,L044,L119,10.50,29.60,0,null,0,null,0,null,775.00,43.10,4.20,4.90,UPI
129150,CNR6148264,2024-05-18,18:42:33,Completed,CID5105230,V01,L017,L080,8.10,17.30,0,null,0,null,0,null,971.00,18.52,4.70,4.80,Uber Wallet
129151,CNR5236413,2024-10-17,17:12:15,Incomplete,CID3832265,V02,L069,L131,7.60,30.00,0,null,0,null,1,R11,141.00,17.18,null,null,Credit Card
129152,CNR2709825,2024-01-04,22:32:50,Incomplete,CID4230589,V06,L088,L008,6.70,27.40,0,null,0,null,1,R12,475.00,18.14,null,null,UPI
129153,CNR2615854,2024-01-23,11:19:17,Completed,CID3755951,V04,L088,L063,14.10,33.40,0,null,0,null,0,null,465.00,32.54,3.90,4.40,UPI
129154,CNR8304860,2024-07-30,11:13:50,Completed,CID1233593,V05,L169,L154,8.40,16.50,0,null,0,null,0,null,851.00,15.41,4.30,4.90,UPI
129155,CNR5774924,2024-03-20,04:22:52,Completed,CID4106779,V01,L147,L059,6.20,24.60,0,null,0,null,0,null,455.00,39.57,3.60,4.30,UPI
129156,CNR8938543,2024-07-20,22:35:44,Cancelled by Driver,CID7269297,V01,L066,L074,4.40,null,0,null,1,R08,0,null,null,null,null,null,null
129157,CNR6792751,2024-08-20,17:15:47,Completed,CID4264313,V03,L012,L025,5.10,35.30,0,null,0,null,0,null,396.00,38.06,4.30,4.70,Debit Card
129158,CNR1873651,2024-12-08,09:38:05,No Driver Found,CID2995108,V02,L133,L169,null,null,0,null,0,null,0,null,null,null,null,null,null
129159,CNR4071504,2024-08-10,13:58:40,Completed,CID6039680,V01,L059,L101,4.10,40.50,0,null,0,null,0,null,73.00,10.59,4.20,4.70,Cash
129160,CNR2441224,2024-05-03,11:41:57,Cancelled by Driver,CID1089852,V04,L120,L034,8.80,null,0,null,1,R08,0,null,null,null,null,null,null
129161,CNR4550647,2024-08-06,14:44:04,Cancelled by Driver,CID8368317,V05,L016,L172,7.70,null,0,null,1,R08,0,null,null,null,null,null,null
129162,CNR5595651,2024-09-26,18:54:54,Completed,CID1907130,V01,L052,L047,13.70,35.50,0,null,0,null,0,null,552.00,31.45,4.20,4.80,Uber Wallet
129163,CNR4366160,2024-01-27,16:41:22,Completed,CID1432515,V01,L160,L009,3.20,43.70,0,null,0,null,0,null,795.00,12.27,4.50,4.60,UPI
129164,CNR3469303,2024-11-19,14:42:40,Completed,CID2442725,V01,L014,L001,12.90,39.30,0,null,0,null,0,null,310.00,28.55,3.70,3.30,Cash
129165,CNR8773546,2024-09-30,08:06:12,Cancelled by Driver,CID1239997,V05,L087,L150,5.00,null,0,null,1,R06,0,null,null,null,null,null,null
129166,CNR3368841,2024-01-15,10:45:43,Cancelled by Driver,CID8154455,V06,L152,L063,8.50,null,0,null,1,R06,0,null,null,null,null,null,null
129167,CNR1309645,2024-07-05,10:57:20,Completed,CID5661083,V07,L087,L084,3.40,26.90,0,null,0,null,0,null,175.00,11.55,4.30,4.50,Debit Card
129168,CNR1758086,2024-10-26,08:23:00,No Driver Found,CID4211611,V02,L146,L022,null,null,0,null,0,null,0,null,null,null,null,null,null
129169,CNR7319280,2024-01-26,18:31:41,Completed,CID7652063,V01,L037,L128,13.10,38.10,0,null,0,null,0,null,848.00,32.31,4.30,4.50,Cash
129170,CNR6792959,2024-09-16,15:42:01,Completed,CID1292514,V03,L111,L152,7.60,19.30,0,null,0,null,0,null,531.00,6.36,4.40,3.70,Uber Wallet
129171,CNR2814535,2024-03-13,08:39:49,Cancelled by Customer,CID5474322,V03,L050,L156,8.70,null,1,R03,0,null,0,null,null,null,null,null,null
129172,CNR9444341,2024-08-30,08:44:29,Cancelled by Driver,CID3187760,V05,L107,L052,3.20,null,0,null,1,R08,0,null,null,null,null,null,null
129173,CNR5662106,2024-09-04,19:42:07,No Driver Found,CID9637189,V01,L094,L166,null,null,0,null,0,null,0,null,null,null,null,null,null
129174,CNR7622587,2024-12-12,22:54:08,Cancelled by Driver,CID1708497,V01,L109,L100,10.00,null,0,null,1,R07,0,null,null,null,null,null,null
129175,CNR2602919,2024-02-28,23:37:10,Completed,CID6795869,V05,L145,L101,4.10,37.70,0,null,0,null,0,null,407.00,10.87,3.40,4.30,UPI
129176,CNR7828732,2024-04-14,15:28:59,Completed,CID9677108,V06,L105,L108,2.50,30.30,0,null,0,null,0,null,701.00,44.44,4.60,5.00,Debit Card
129177,CNR2675137,2024-09-14,10:59:15,Cancelled by Customer,CID1791249,V06,L011,L017,5.40,null,1,R01,0,null,0,null,null,null,null,null,null
129178,CNR3778511,2024-06-19,18:31:29,Completed,CID8142568,V03,L034,L134,13.00,31.70,0,null,0,null,0,null,384.00,23.70,3.90,4.50,UPI
129179,CNR4489059,2024-10-15,20:50:41,Completed,CID5848261,V02,L174,L034,6.60,27.50,0,null,0,null,0,null,430.00,13.80,4.60,4.80,Credit Card
129180,CNR3102219,2024-10-16,05:58:16,Completed,CID7652525,V04,L132,L103,6.60,16.60,0,null,0,null,0,null,736.00,41.67,4.60,4.30,Cash
129181,CNR8981971,2024-10-27,18:12:34,Completed,CID6491344,V06,L159,L073,12.50,33.70,0,null,0,null,0,null,297.00,15.25,4.30,4.60,Debit Card
129182,CNR2276602,2024-08-28,18:03:10,Completed,CID1704580,V06,L095,L009,2.50,30.20,0,null,0,null,0,null,165.00,17.91,4.10,4.90,Uber Wallet
129183,CNR1515142,2024-10-28,18:47:07,Cancelled by Driver,CID8206922,V01,L161,L143,11.60,null,0,null,1,R06,0,null,null,null,null,null,null
129184,CNR6368550,2024-11-06,14:38:06,Completed,CID3636779,V04,L112,L023,13.00,23.40,0,null,0,null,0,null,251.00,26.58,4.90,3.90,Uber Wallet
129185,CNR8125832,2024-04-02,12:45:58,Completed,CID5603110,V06,L013,L006,12.00,22.60,0,null,0,null,0,null,347.00,4.80,4.40,4.20,Debit Card
129186,CNR9239535,2024-09-25,09:04:07,Completed,CID4583416,V06,L096,L017,8.50,25.10,0,null,0,null,0,null,277.00,49.76,4.90,4.10,Uber Wallet
129187,CNR5860891,2024-12-14,19:42:34,Completed,CID8177049,V01,L130,L088,14.50,42.10,0,null,0,null,0,null,510.00,5.96,4.80,4.90,Cash
129188,CNR9241235,2024-06-16,23:36:56,Completed,CID7668902,V01,L107,L046,4.80,39.50,0,null,0,null,0,null,703.00,27.82,4.90,4.60,Uber Wallet
129189,CNR5634872,2024-05-08,04:39:46,Cancelled by Driver,CID7078608,V06,L016,L038,3.50,null,0,null,1,R06,0,null,null,null,null,null,null
129190,CNR9085370,2024-09-22,11:10:46,No Driver Found,CID1093251,V04,L098,L045,null,null,0,null,0,null,0,null,null,null,null,null,null
129191,CNR8200393,2024-01-27,01:38:27,Cancelled by Driver,CID7886447,V06,L136,L109,10.00,null,0,null,1,R06,0,null,null,null,null,null,null
129192,CNR3128032,2024-06-07,15:26:13,Completed,CID5224818,V04,L111,L117,7.00,38.70,0,null,0,null,0,null,460.00,32.37,4.70,4.10,Cash
129193,CNR5879621,2024-07-08,18:21:19,No Driver Found,CID8843330,V06,L162,L018,null,null,0,null,0,null,0,null,null,null,null,null,null
129194,CNR1352653,2024-08-09,00:43:37,No Driver Found,CID1635028,V06,L018,L137,null,null,0,null,0,null,0,null,null,null,null,null,null
129195,CNR7160118,2024-05-19,20:39:50,Completed,CID6158816,V05,L106,L173,4.60,17.10,0,null,0,null,0,null,493.00,29.05,4.60,4.30,Cash
129196,CNR4849088,2024-07-15,08:53:15,Cancelled by Driver,CID7863601,V03,L046,L172,6.50,null,0,null,1,R09,0,null,null,null,null,null,null
129197,CNR7548833,2024-05-16,19:18:43,Completed,CID4063345,V01,L009,L085,10.30,44.60,0,null,0,null,0,null,111.00,34.90,3.80,4.70,Debit Card
129198,CNR8026073,2024-10-26,06:56:18,Completed,CID2269058,V02,L011,L039,10.30,37.20,0,null,0,null,0,null,223.00,28.97,4.90,4.20,Cash
129199,CNR1053666,2024-04-10,15:16:19,Completed,CID2356912,V01,L047,L175,14.10,29.40,0,null,0,null,0,null,289.00,9.65,4.50,4.90,UPI
129200,CNR1967637,2024-06-04,14:20:37,Cancelled by Customer,CID1068681,V04,L081,L013,15.40,null,1,R05,0,null,0,null,null,null,null,null,null
129201,CNR2956587,2024-03-12,16:07:23,Completed,CID8353896,V07,L094,L053,13.00,33.40,0,null,0,null,0,null,360.00,11.83,4.00,4.90,Cash
129202,CNR4278591,2024-02-12,18:51:01,Completed,CID1001250,V04,L069,L152,8.60,30.70,0,null,0,null,0,null,66.00,39.04,4.10,4.60,Uber Wallet
129203,CNR1965230,2024-09-27,09:55:16,Completed,CID4209338,V04,L009,L169,7.90,39.70,0,null,0,null,0,null,867.00,24.11,4.40,3.80,Cash
129204,CNR5886296,2024-04-17,05:40:47,Completed,CID9223742,V02,L023,L052,7.50,39.30,0,null,0,null,0,null,328.00,21.79,4.20,4.60,Debit Card
129205,CNR3079854,2024-08-10,21:28:28,Cancelled by Driver,CID5362540,V01,L130,L086,9.60,null,0,null,1,R09,0,null,null,null,null,null,null
129206,CNR2364529,2024-08-13,17:35:43,Completed,CID7895022,V03,L080,L154,14.40,44.50,0,null,0,null,0,null,389.00,40.28,4.20,4.40,UPI
129207,CNR8392779,2024-03-17,20:04:15,Completed,CID8247929,V04,L161,L100,7.40,36.70,0,null,0,null,0,null,1305.00,15.86,4.20,4.30,Cash
129208,CNR1826714,2024-06-24,17:23:25,Completed,CID9927249,V04,L058,L102,13.40,35.10,0,null,0,null,0,null,970.00,43.40,4.50,4.20,UPI
129209,CNR4653638,2024-10-18,11:08:19,Completed,CID7358446,V07,L159,L164,10.90,21.80,0,null,0,null,0,null,298.00,27.80,4.20,4.70,UPI
129210,CNR3581701,2024-07-02,22:35:21,Cancelled by Driver,CID6507576,V06,L002,L081,6.50,null,0,null,1,R06,0,null,null,null,null,null,null
129211,CNR2383407,2024-07-26,15:38:46,Completed,CID3472911,V04,L126,L049,12.50,44.40,0,null,0,null,0,null,90.00,7.06,4.10,4.80,Cash
129212,CNR5850424,2024-03-15,18:54:36,Incomplete,CID4857083,V07,L031,L073,5.00,29.80,0,null,0,null,1,R10,403.00,7.61,null,null,UPI
129213,CNR3663825,2024-05-19,18:38:33,Cancelled by Driver,CID3316000,V07,L171,L166,3.40,null,0,null,1,R06,0,null,null,null,null,null,null
129214,CNR5095961,2024-07-22,13:38:26,Completed,CID9820520,V06,L028,L062,3.30,33.60,0,null,0,null,0,null,728.00,5.32,4.50,3.90,UPI
129215,CNR9227642,2024-12-12,12:42:15,Completed,CID9183550,V06,L090,L042,4.10,32.20,0,null,0,null,0,null,217.00,10.48,3.90,4.10,Cash
129216,CNR3244873,2024-06-25,20:41:33,Completed,CID7711446,V07,L036,L087,13.00,32.80,0,null,0,null,0,null,513.00,5.44,4.40,4.20,Uber Wallet
129217,CNR6809789,2024-11-26,21:50:42,Completed,CID5854787,V03,L169,L143,7.80,23.20,0,null,0,null,0,null,184.00,16.13,4.80,4.90,Cash
129218,CNR6779270,2024-07-21,14:44:01,Completed,CID4081809,V01,L088,L079,8.90,44.90,0,null,0,null,0,null,389.00,39.64,4.00,3.30,UPI
129219,CNR2336690,2024-02-28,10:41:33,Completed,CID6353441,V05,L155,L175,6.00,29.10,0,null,0,null,0,null,159.00,7.03,5.00,4.70,Credit Card
129220,CNR2524325,2024-03-12,19:02:53,Completed,CID2838056,V02,L151,L144,13.70,24.90,0,null,0,null,0,null,387.00,6.24,4.70,3.60,UPI
129221,CNR3552225,2024-04-26,15:25:46,Completed,CID7414666,V04,L072,L007,12.30,29.00,0,null,0,null,0,null,635.00,24.19,3.80,4.30,Cash
129222,CNR7330075,2024-07-25,15:54:27,No Driver Found,CID7795512,V03,L061,L060,null,null,0,null,0,null,0,null,null,null,null,null,null
129223,CNR8740750,2024-01-27,21:40:38,Completed,CID4998992,V05,L067,L117,13.70,29.90,0,null,0,null,0,null,848.00,23.51,4.60,4.20,Cash
129224,CNR9276762,2024-02-08,08:20:32,Completed,CID1839541,V07,L066,L026,10.80,33.50,0,null,0,null,0,null,507.00,17.40,4.60,4.50,Debit Card
129225,CNR4657214,2024-06-20,19:54:01,Incomplete,CID2596366,V02,L002,L013,3.80,11.70,0,null,0,null,1,R11,199.00,13.02,null,null,Uber Wallet
129226,CNR7432984,2024-02-29,18:58:51,Incomplete,CID4944044,V01,L103,L016,6.70,13.40,0,null,0,null,1,R11,210.00,8.51,null,null,Cash
129227,CNR9548058,2024-05-24,17:17:45,Cancelled by Driver,CID9681493,V05,L096,L067,6.20,null,0,null,1,R08,0,null,null,null,null,null,null
129228,CNR2828518,2024-05-03,05:52:42,Completed,CID6184058,V01,L036,L044,2.70,30.90,0,null,0,null,0,null,281.00,28.37,3.30,4.50,UPI
129229,CNR8965631,2024-10-26,08:45:50,Completed,CID1476359,V06,L138,L161,12.10,24.60,0,null,0,null,0,null,456.00,26.32,4.10,5.00,UPI
129230,CNR9866009,2024-01-10,14:19:23,Cancelled by Driver,CID4750461,V02,L002,L165,6.10,null,0,null,1,R09,0,null,null,null,null,null,null
129231,CNR3953560,2024-07-13,18:55:55,Completed,CID7222278,V02,L076,L014,10.90,26.40,0,null,0,null,0,null,1894.00,14.93,5.00,4.80,UPI
129232,CNR8846165,2024-02-09,09:43:36,Incomplete,CID8764584,V01,L065,L144,6.60,15.70,0,null,0,null,1,R11,97.00,16.55,null,null,UPI
129233,CNR6700274,2024-12-04,18:37:26,Cancelled by Driver,CID5975825,V02,L083,L058,8.50,null,0,null,1,R07,0,null,null,null,null,null,null
129234,CNR9191973,2024-03-13,18:51:17,Completed,CID1013951,V05,L153,L165,10.20,37.70,0,null,0,null,0,null,408.00,33.56,3.50,4.60,UPI
129235,CNR2899497,2024-09-25,18:58:32,Cancelled by Driver,CID1773066,V05,L085,L131,5.80,null,0,null,1,R09,0,null,null,null,null,null,null
129236,CNR6069854,2024-08-04,17:40:42,Completed,CID1081035,V04,L098,L162,8.90,32.80,0,null,0,null,0,null,1038.00,32.46,3.90,4.60,Cash
129237,CNR3060172,2024-06-30,19:40:05,Completed,CID7407084,V01,L145,L108,10.40,24.70,0,null,0,null,0,null,1219.00,43.64,4.20,3.10,Debit Card
129238,CNR3990561,2024-07-15,20:19:06,Completed,CID4847894,V04,L010,L081,7.60,15.20,0,null,0,null,0,null,233.00,33.92,4.40,4.70,UPI
129239,CNR7598774,2024-06-10,11:14:31,Incomplete,CID1440529,V01,L154,L103,2.90,22.70,0,null,0,null,1,R11,299.00,18.60,null,null,UPI
129240,CNR7232589,2024-04-13,15:15:51,Completed,CID8192249,V04,L077,L167,6.70,16.30,0,null,0,null,0,null,174.00,4.93,4.90,4.30,Credit Card
129241,CNR7755047,2024-07-09,02:28:49,Cancelled by Driver,CID4063782,V01,L011,L003,8.10,null,0,null,1,R07,0,null,null,null,null,null,null
129242,CNR6315858,2024-01-15,17:03:22,Completed,CID1739264,V04,L009,L131,9.80,32.50,0,null,0,null,0,null,640.00,30.17,3.40,4.60,Cash
129243,CNR1684382,2024-09-14,18:40:14,Completed,CID1717651,V04,L066,L048,12.30,31.70,0,null,0,null,0,null,391.00,2.93,4.70,4.60,Uber Wallet
129244,CNR1644696,2024-11-18,08:07:04,Completed,CID4869472,V01,L153,L036,10.50,30.00,0,null,0,null,0,null,574.00,29.42,3.20,3.70,Credit Card
129245,CNR9463737,2024-06-18,22:48:32,Completed,CID4888397,V04,L020,L018,2.20,15.60,0,null,0,null,0,null,57.00,8.08,3.10,4.90,UPI
129246,CNR6438401,2024-12-04,20:03:57,Completed,CID2609335,V05,L160,L014,3.60,16.70,0,null,0,null,0,null,694.00,9.05,4.40,4.30,Cash
129247,CNR3999765,2024-02-26,18:34:14,Completed,CID5398301,V01,L012,L025,4.90,21.90,0,null,0,null,0,null,456.00,10.50,3.00,3.70,Debit Card
129248,CNR6585013,2024-04-10,15:33:45,No Driver Found,CID7580496,V05,L057,L151,null,null,0,null,0,null,0,null,null,null,null,null,null
129249,CNR5456419,2024-06-04,07:01:59,Cancelled by Customer,CID1178156,V02,L110,L133,7.50,null,1,R05,0,null,0,null,null,null,null,null,null
129250,CNR6291664,2024-08-05,20:28:40,Completed,CID7565023,V03,L158,L093,14.70,26.70,0,null,0,null,0,null,59.00,49.20,4.60,4.40,UPI
129251,CNR8722342,2024-03-15,16:06:47,No Driver Found,CID3837699,V01,L095,L080,null,null,0,null,0,null,0,null,null,null,null,null,null
129252,CNR6342502,2024-11-06,08:16:00,Completed,CID4200493,V04,L147,L022,6.70,44.30,0,null,0,null,0,null,683.00,2.60,4.70,3.40,Debit Card
129253,CNR3167759,2024-04-10,19:01:59,Completed,CID7823158,V02,L153,L018,12.70,29.60,0,null,0,null,0,null,121.00,39.35,4.80,4.30,UPI
129254,CNR5977447,2024-01-03,11:54:27,Cancelled by Driver,CID5400878,V04,L066,L031,3.70,null,0,null,1,R09,0,null,null,null,null,null,null
129255,CNR4628761,2024-01-01,06:39:58,Completed,CID5124530,V03,L087,L163,13.10,29.40,0,null,0,null,0,null,733.00,49.45,3.60,3.80,Cash
129256,CNR6250848,2024-12-30,17:21:25,Cancelled by Driver,CID8445868,V06,L157,L021,10.40,null,0,null,1,R08,0,null,null,null,null,null,null
129257,CNR4001785,2024-04-27,07:10:59,Cancelled by Customer,CID7144221,V05,L058,L098,14.80,null,1,R02,0,null,0,null,null,null,null,null,null
129258,CNR3176601,2024-02-12,12:28:28,Completed,CID2230298,V05,L073,L155,10.50,15.20,0,null,0,null,0,null,353.00,39.39,4.60,3.10,UPI
129259,CNR7513223,2024-02-11,11:20:33,Completed,CID4484560,V05,L008,L092,5.10,16.90,0,null,0,null,0,null,1259.00,4.70,4.30,4.20,UPI
129260,CNR7440754,2024-03-03,11:47:05,Completed,CID7105355,V01,L077,L072,6.80,44.30,0,null,0,null,0,null,403.00,7.56,5.00,4.60,Debit Card
129261,CNR3888179,2024-07-29,13:56:08,Completed,CID9009169,V05,L150,L158,14.90,44.20,0,null,0,null,0,null,369.00,28.06,4.60,3.60,UPI
129262,CNR7372800,2024-01-17,18:15:36,Cancelled by Driver,CID8838766,V02,L061,L050,8.20,null,0,null,1,R08,0,null,null,null,null,null,null
129263,CNR2549676,2024-10-24,21:26:27,Incomplete,CID9921947,V05,L011,L151,3.20,16.40,0,null,0,null,1,R12,512.00,18.14,null,null,UPI
129264,CNR2515296,2024-09-16,12:12:02,Completed,CID8271000,V03,L043,L012,3.20,24.30,0,null,0,null,0,null,428.00,49.77,4.60,4.30,UPI
129265,CNR8238836,2024-05-09,15:47:18,Cancelled by Driver,CID2148956,V01,L013,L098,6.70,null,0,null,1,R07,0,null,null,null,null,null,null
129266,CNR9503894,2024-01-07,16:27:26,Completed,CID3185328,V01,L131,L121,9.10,40.40,0,null,0,null,0,null,100.00,24.84,4.60,4.80,UPI
129267,CNR3983501,2024-04-21,02:37:43,Completed,CID5883862,V02,L032,L108,12.30,20.00,0,null,0,null,0,null,104.00,39.55,4.20,4.60,UPI
129268,CNR8597335,2024-10-03,17:14:09,Completed,CID1371511,V03,L070,L088,8.40,29.60,0,null,0,null,0,null,1317.00,12.72,3.00,4.40,UPI
129269,CNR6322278,2024-11-03,07:15:35,Completed,CID5543386,V04,L003,L066,6.90,43.40,0,null,0,null,0,null,393.00,15.01,4.20,5.00,UPI
129270,CNR6071558,2024-02-29,17:27:30,Completed,CID7153607,V01,L136,L058,9.50,32.80,0,null,0,null,0,null,252.00,31.46,4.60,3.90,Debit Card
129271,CNR6536078,2024-04-02,15:19:48,Completed,CID2655535,V04,L012,L154,7.00,36.40,0,null,0,null,0,null,309.00,28.39,3.60,3.40,UPI
129272,CNR6358404,2024-04-01,17:45:59,Cancelled by Driver,CID1926887,V01,L085,L044,11.40,null,0,null,1,R09,0,null,null,null,null,null,null
129273,CNR9564021,2024-04-15,21:39:28,Completed,CID7347784,V02,L125,L156,10.00,16.90,0,null,0,null,0,null,356.00,49.20,3.10,4.30,Cash
129274,CNR1469258,2024-05-03,16:27:49,Cancelled by Driver,CID6292521,V01,L100,L019,10.30,null,0,null,1,R07,0,null,null,null,null,null,null
129275,CNR2671619,2024-01-29,13:40:49,Completed,CID3163365,V03,L147,L165,3.30,36.40,0,null,0,null,0,null,62.00,12.03,4.90,4.10,Cash
129276,CNR1933342,2024-12-20,12:43:45,Cancelled by Driver,CID9085099,V01,L151,L120,5.30,null,0,null,1,R09,0,null,null,null,null,null,null
129277,CNR3727163,2024-10-07,23:51:03,Completed,CID2428960,V06,L161,L029,5.60,25.10,0,null,0,null,0,null,775.00,29.29,4.50,4.30,Debit Card
129278,CNR7570469,2024-03-02,19:32:56,No Driver Found,CID2135037,V05,L010,L161,null,null,0,null,0,null,0,null,null,null,null,null,null
129279,CNR3080061,2024-09-24,17:26:59,Incomplete,CID7174790,V05,L121,L025,4.20,24.20,0,null,0,null,1,R12,187.00,3.92,null,null,UPI
129280,CNR9456333,2024-06-01,18:44:24,Completed,CID7826593,V01,L113,L167,13.60,32.20,0,null,0,null,0,null,373.00,22.87,3.70,4.30,Cash
129281,CNR5877874,2024-04-05,07:10:18,Incomplete,CID7539696,V04,L028,L059,9.40,14.70,0,null,0,null,1,R10,875.00,19.83,null,null,UPI
129282,CNR6534775,2024-10-15,21:51:08,Completed,CID6288450,V04,L095,L117,4.30,29.70,0,null,0,null,0,null,879.00,48.96,5.00,4.30,UPI
129283,CNR5567338,2024-06-04,11:21:39,Completed,CID7560250,V01,L056,L007,9.20,24.90,0,null,0,null,0,null,461.00,41.20,4.20,4.60,UPI
129284,CNR1651381,2024-08-23,18:37:27,Completed,CID7502846,V05,L108,L057,10.20,44.30,0,null,0,null,0,null,318.00,26.19,4.30,4.30,Cash
129285,CNR6458100,2024-03-02,22:15:10,Cancelled by Driver,CID4026183,V04,L017,L144,9.60,null,0,null,1,R07,0,null,null,null,null,null,null
129286,CNR7167527,2024-10-18,10:07:56,Completed,CID6806731,V05,L162,L158,9.50,44.20,0,null,0,null,0,null,688.00,32.58,3.40,4.90,Cash
129287,CNR3711047,2024-04-20,08:25:41,No Driver Found,CID5992124,V04,L145,L124,null,null,0,null,0,null,0,null,null,null,null,null,null
